booking_id,hotel_id,guest_id,room_type_id,promotion_id,booking_date,check_in_date,check_out_date,stay_nights,adults,children,booking_channel,booking_status,cancellation_flag,cancellation_date,adr_try,room_revenue_try,food_beverage_revenue_try,other_revenue_try,gross_revenue_try,cancellation_fee_try,realized_revenue_try,nationality
B08102,H001,G00063,RT01,P000,2025-06-12,2025-07-13,2025-07-17,4,2,0,Booking.com,Completed,0,,4475.39,17901.56,2063.73,709.74,20675.03,0.0,20675.03,German
B08103,H001,G00377,RT02,P006,2026-10-03,2026-10-26,2026-11-02,7,2,0,Direct Phone,Confirmed,0,,3450.38,24152.66,3687.57,551.1,28391.33,0.0,28391.33,German
B08104,H001,G02193,RT04,P000,2025-09-26,2025-10-04,2025-10-07,3,2,0,Expedia,Completed,0,,5295.52,15886.56,1967.24,491.68,18345.48,0.0,18345.48,German
B08105,H001,G00288,RT02,P000,2026-05-28,2026-06-18,2026-06-21,3,2,0,Booking.com,Completed,0,,5285.48,15856.44,2361.87,1073.72,19292.03,0.0,19292.03,Turkish
B08106,H001,G02153,RT03,P000,2026-12-24,2027-02-03,2027-02-06,3,2,0,Direct Website,Confirmed,0,,4053.51,12160.53,1967.07,838.51,14966.11,0.0,14966.11,Turkish
B08107,H001,G01123,RT01,P006,2025-07-19,2025-08-16,2025-08-19,3,3,2,Direct Phone,Completed,0,,4065.83,12197.49,1525.28,305.82,14028.59,0.0,14028.59,Turkish
B08108,H001,G02044,RT06,P000,2026-06-16,2026-07-17,2026-07-21,4,2,0,Booking.com,Completed,0,,11186.71,44746.84,7744.88,1182.63,53674.35,0.0,53674.35,British
B08109,H001,G02129,RT03,P000,2025-03-09,2025-04-09,2025-04-10,1,2,0,Direct Phone,Completed,0,,3998.19,3998.19,547.37,205.56,4751.12,0.0,4751.12,British
B08110,H001,G02443,RT06,P005,2026-06-06,2026-06-15,2026-06-20,5,2,0,Expedia,Completed,0,,8843.55,44217.75,5068.9,2223.34,51509.99,0.0,51509.99,Turkish
B08111,H001,G01697,RT01,P004,2026-06-20,2026-07-19,2026-07-21,2,4,1,Travel Agent,Completed,0,,4031.91,8063.82,1114.63,458.4,9636.85,0.0,9636.85,Turkish
B08112,H001,G02580,RT03,P001,2026-03-01,2026-03-26,2026-03-30,4,2,0,Booking.com,Completed,0,,3239.87,12959.48,2604.81,382.4,15946.69,0.0,15946.69,Turkish
B08113,H001,G00683,RT02,P000,2025-07-19,2025-08-18,2025-08-20,2,3,0,Booking.com,Completed,0,,5025.09,10050.18,1793.76,543.75,12387.69,0.0,12387.69,German
B08114,H001,G00583,RT01,P003,2026-10-08,2026-10-14,2026-10-21,7,4,1,Travel Agent,Confirmed,0,,2050.12,14350.84,2799.69,225.81,17376.34,0.0,17376.34,Turkish
B08115,H001,G02065,RT03,P006,2025-06-26,2025-08-11,2025-08-21,10,3,1,Direct Website,Completed,0,,6532.14,65321.4,10783.51,1931.38,78036.29,0.0,78036.29,Turkish
B08116,H001,G01950,RT04,P001,2026-07-26,2026-09-18,2026-09-22,4,3,2,Booking.com,Cancelled,1,2026-08-22,6610.99,26443.96,5664.57,822.99,32931.52,0.0,0.0,German
B08117,H001,G00846,RT02,P005,2025-04-26,2025-06-10,2025-06-15,5,2,0,Booking.com,Completed,0,,4569.58,22847.9,3835.69,668.05,27351.64,0.0,27351.64,Turkish
B08118,H001,G01107,RT05,P000,2026-09-12,2026-10-06,2026-10-09,3,2,0,Direct Phone,Confirmed,0,,6390.27,19170.81,2373.53,1199.44,22743.78,0.0,22743.78,Turkish
B08119,H001,G02224,RT03,P000,2026-07-09,2026-09-09,2026-09-11,2,2,0,Booking.com,Confirmed,0,,5622.3,11244.6,2288.06,454.5,13987.16,0.0,13987.16,Russian
B08120,H001,G00400,RT04,P006,2026-03-02,2026-03-22,2026-03-23,1,2,2,Direct Website,Completed,0,,3919.25,3919.25,495.15,268.86,4683.26,0.0,4683.26,German
B08121,H001,G00837,RT02,P001,2025-07-11,2025-09-19,2025-09-20,1,2,0,Booking.com,Completed,0,,3834.74,3834.74,337.08,106.33,4278.15,0.0,4278.15,British
B08122,H001,G00196,RT02,P003,2026-03-03,2026-04-05,2026-04-13,8,3,1,Direct Website,Completed,0,,2806.74,22453.92,1974.53,1162.39,25590.84,0.0,25590.84,Turkish
B08123,H001,G01939,RT05,P006,2025-05-31,2025-06-30,2025-07-03,3,3,0,Direct Website,Completed,0,,7804.13,23412.39,2290.63,1592.95,27295.97,0.0,27295.97,British
B08124,H001,G00133,RT06,P000,2025-05-09,2025-06-30,2025-07-06,6,3,1,Expedia,Completed,0,,9361.22,56167.32,9107.71,1623.5,66898.53,0.0,66898.53,Turkish
B08125,H001,G01103,RT01,P000,2026-05-19,2026-06-05,2026-06-07,2,2,2,Booking.com,Completed,0,,3123.86,6247.72,1122.97,268.41,7639.1,0.0,7639.1,French
B08126,H001,G01628,RT02,P004,2026-10-24,2026-11-01,2026-11-03,2,3,0,Expedia,Cancelled,1,2026-10-26,2896.52,5793.04,554.16,80.46,6427.66,868.96,868.96,Turkish
B08127,H001,G00098,RT01,P000,2025-09-10,2025-10-28,2025-10-29,1,2,0,Corporate,Completed,0,,2689.89,2689.89,272.68,117.59,3080.16,0.0,3080.16,British
B08128,H001,G00772,RT02,P000,2026-02-19,2026-03-05,2026-03-13,8,2,0,Expedia,Completed,0,,3012.29,24098.32,2594.37,323.77,27016.46,0.0,27016.46,British
B08129,H001,G02414,RT05,P002,2025-08-06,2025-08-15,2025-08-18,3,3,2,Corporate,Completed,0,,9624.95,28874.85,4656.69,1838.28,35369.82,0.0,35369.82,Turkish
B08130,H001,G02096,RT03,P000,2025-12-03,2025-12-10,2025-12-14,4,2,0,Booking.com,Completed,0,,3354.16,13416.64,2295.19,256.02,15967.85,0.0,15967.85,Turkish
B08131,H001,G01233,RT03,P000,2026-09-25,2026-10-07,2026-10-11,4,2,0,Booking.com,Confirmed,0,,4762.43,19049.72,2473.63,644.66,22168.01,0.0,22168.01,British
B08132,H001,G02187,RT02,P001,2026-07-09,2026-09-08,2026-09-11,3,3,1,Booking.com,Confirmed,0,,4474.44,13423.32,2572.63,459.23,16455.18,0.0,16455.18,Turkish
B08133,H001,G01971,RT01,P000,2025-03-24,2025-05-09,2025-05-11,2,2,1,Booking.com,Completed,0,,3027.94,6055.88,512.03,128.56,6696.47,0.0,6696.47,British
B08134,H001,G01784,RT01,P006,2026-10-29,2026-11-21,2026-11-23,2,4,1,Direct Phone,Confirmed,0,,2178.79,4357.58,647.18,92.16,5096.92,0.0,5096.92,Turkish
B08135,H001,G00242,RT04,P001,2026-01-13,2026-01-27,2026-01-30,3,2,0,Corporate,Completed,0,,3974.46,11923.38,1494.42,280.23,13698.03,0.0,13698.03,Turkish
B08136,H001,G00806,RT03,P003,2025-07-02,2025-08-04,2025-08-18,14,2,0,Corporate,Completed,0,,5770.53,80787.42,6896.91,3940.41,91624.74,0.0,91624.74,Turkish
B08137,H001,G02264,RT01,P006,2026-07-22,2026-07-31,2026-08-06,6,2,0,Direct Website,Completed,0,,4129.86,24779.16,4744.68,1360.58,30884.42,0.0,30884.42,British
B08138,H001,G01604,RT02,P000,2026-08-24,2026-10-16,2026-10-18,2,2,0,Travel Agent,Confirmed,0,,3808.1,7616.2,1264.65,325.95,9206.8,0.0,9206.8,British
B08139,H001,G01803,RT01,P000,2026-08-16,2026-09-07,2026-09-08,1,2,0,Expedia,Confirmed,0,,3636.34,3636.34,426.67,170.01,4233.02,0.0,4233.02,German
B08140,H001,G01932,RT05,P004,2026-05-15,2026-05-31,2026-06-01,1,2,1,Corporate,Completed,0,,7035.73,7035.73,921.89,332.72,8290.34,0.0,8290.34,German
B08141,H001,G00472,RT05,P000,2026-10-21,2026-11-10,2026-11-11,1,3,0,Direct Website,Confirmed,0,,5233.73,5233.73,441.33,335.82,6010.88,0.0,6010.88,British
B08142,H001,G00270,RT03,P006,2026-12-16,2026-12-31,2027-01-02,2,3,1,Direct Website,Cancelled,1,2026-12-26,3241.49,6482.98,679.8,283.47,7446.25,972.45,972.45,Turkish
B08143,H001,G00636,RT06,P003,2026-05-13,2026-05-28,2026-06-02,5,4,2,Booking.com,Completed,0,,7067.21,35336.05,4437.08,1249.17,41022.3,0.0,41022.3,Turkish
B08144,H001,G02263,RT01,P002,2026-07-22,2026-07-30,2026-08-03,4,2,0,Booking.com,Completed,0,,3777.34,15109.36,2147.15,1006.13,18262.64,0.0,18262.64,Turkish
B08145,H001,G00183,RT02,P001,2026-04-16,2026-05-09,2026-05-11,2,2,0,Booking.com,Cancelled,1,2026-04-23,3991.04,7982.08,1601.72,111.08,9694.88,1197.31,1197.31,German
B08146,H001,G00017,RT03,P000,2026-04-01,2026-05-10,2026-05-14,4,2,0,Travel Agent,Completed,0,,4487.52,17950.08,3584.89,200.29,21735.26,0.0,21735.26,British
B08147,H001,G01984,RT02,P004,2025-09-18,2025-10-18,2025-10-19,1,1,0,Direct Website,Completed,0,,3511.46,3511.46,633.64,113.34,4258.44,0.0,4258.44,Turkish
B08148,H001,G01718,RT05,P001,2025-10-29,2025-11-08,2025-11-13,5,2,0,Direct Phone,Completed,0,,5151.76,25758.8,2538.41,1293.68,29590.89,0.0,29590.89,Turkish
B08149,H001,G00239,RT01,P005,2025-08-05,2025-09-12,2025-09-15,3,3,0,Direct Phone,Completed,0,,3195.08,9585.24,1620.16,383.43,11588.83,0.0,11588.83,Turkish
B08150,H001,G00056,RT03,P000,2026-09-04,2026-10-15,2026-10-17,2,2,0,Direct Phone,Confirmed,0,,4994.9,9989.8,1389.71,682.43,12061.94,0.0,12061.94,British
B08151,H001,G02193,RT04,P006,2025-10-09,2025-11-18,2025-11-20,2,2,0,Direct Phone,Completed,0,,4092.55,8185.1,1431.21,532.49,10148.8,0.0,10148.8,German
B08152,H001,G00342,RT01,P004,2025-10-15,2025-11-12,2025-11-14,2,2,0,Corporate,Cancelled,1,2025-11-08,2261.1,4522.2,941.51,65.58,5529.29,678.33,678.33,Turkish
B08153,H001,G02192,RT01,P000,2025-10-05,2025-11-29,2025-11-30,1,2,0,Direct Website,Completed,0,,2502.84,2502.84,221.65,54.23,2778.72,0.0,2778.72,Turkish
B08154,H001,G00202,RT03,P001,2025-12-29,2026-02-17,2026-02-19,2,3,2,Expedia,Completed,0,,3021.81,6043.62,590.46,288.56,6922.64,0.0,6922.64,German
B08155,H001,G01991,RT01,P000,2025-08-19,2025-08-25,2025-08-30,5,4,0,Travel Agent,Completed,0,,4252.95,21264.75,3757.37,450.81,25472.93,0.0,25472.93,Turkish
B08156,H001,G00152,RT03,P002,2026-08-09,2026-09-30,2026-10-03,3,2,0,Travel Agent,Confirmed,0,,4911.12,14733.36,1185.64,524.45,16443.45,0.0,16443.45,British
B08157,H001,G02054,RT01,P001,2026-06-15,2026-08-14,2026-08-17,3,3,2,Travel Agent,Completed,0,,3814.3,11442.9,1441.39,775.68,13659.97,0.0,13659.97,British
B08158,H001,G01659,RT03,P006,2025-07-08,2025-07-28,2025-07-31,3,3,0,Direct Website,Completed,0,,6289.61,18868.83,1815.07,830.19,21514.09,0.0,21514.09,Turkish
B08159,H001,G00780,RT03,P001,2025-03-10,2025-04-02,2025-04-04,2,2,0,Direct Website,Completed,0,,3792.66,7585.32,1504.59,234.9,9324.81,0.0,9324.81,Turkish
B08160,H001,G02064,RT02,P000,2026-09-01,2026-10-05,2026-10-06,1,2,2,Direct Website,Confirmed,0,,3866.44,3866.44,703.37,60.63,4630.44,0.0,4630.44,Turkish
B08161,H001,G01303,RT01,P000,2026-05-15,2026-06-08,2026-06-12,4,2,0,Direct Website,Completed,0,,3855.19,15420.76,2100.41,473.29,17994.46,0.0,17994.46,Turkish
B08162,H001,G02392,RT01,P002,2025-08-26,2025-09-08,2025-09-09,1,2,0,Travel Agent,Completed,0,,3222.23,3222.23,579.69,127.93,3929.85,0.0,3929.85,British
B08163,H001,G01462,RT02,P006,2025-06-08,2025-08-27,2025-08-31,4,2,0,Direct Website,Completed,0,,6094.76,24379.04,3538.56,1640.59,29558.19,0.0,29558.19,Turkish
B08164,H001,G00753,RT05,P004,2025-09-19,2025-12-07,2025-12-09,2,2,1,Corporate,Completed,0,,5113.08,10226.16,2147.71,287.8,12661.67,0.0,12661.67,Turkish
B08165,H001,G01414,RT05,P000,2025-10-09,2025-10-16,2025-10-19,3,4,1,Booking.com,Completed,0,,6758.38,20275.14,2531.29,1149.64,23956.07,0.0,23956.07,Turkish
B08166,H001,G00492,RT05,P000,2026-04-02,2026-04-17,2026-04-20,3,2,0,Expedia,Completed,0,,6420.17,19260.51,2264.4,950.95,22475.86,0.0,22475.86,British
B08167,H001,G01149,RT06,P000,2025-04-19,2025-05-19,2025-05-20,1,4,0,Direct Website,Completed,0,,8857.96,8857.96,1878.87,447.23,11184.06,0.0,11184.06,Turkish
B08168,H001,G01299,RT01,P002,2026-08-24,2026-09-14,2026-09-17,3,2,0,Booking.com,Confirmed,0,,3457.06,10371.18,1186.02,495.39,12052.59,0.0,12052.59,German
B08169,H001,G01040,RT01,P006,2026-02-01,2026-02-26,2026-03-04,6,2,0,Direct Phone,Completed,0,,1952.28,11713.68,1874.03,578.68,14166.39,0.0,14166.39,German
B08170,H001,G00261,RT02,P005,2025-09-15,2025-09-26,2025-09-29,3,2,0,Travel Agent,Cancelled,1,2025-09-20,4130.28,12390.84,2293.03,767.89,15451.76,1858.63,1858.63,Turkish
B08171,H001,G02200,RT06,P000,2026-09-24,2026-12-22,2026-12-26,4,3,2,Booking.com,Confirmed,0,,6604.8,26419.2,4648.23,795.7,31863.13,0.0,31863.13,Turkish
B08172,H001,G01063,RT03,P002,2026-07-06,2026-09-06,2026-09-07,1,2,0,Direct Phone,Confirmed,0,,5033.58,5033.58,488.32,336.71,5858.61,0.0,5858.61,Turkish
B08173,H001,G02298,RT01,P001,2026-09-14,2026-10-22,2026-10-26,4,2,0,Booking.com,Confirmed,0,,2397.98,9591.92,1619.01,356.02,11566.95,0.0,11566.95,British
B08174,H001,G00013,RT01,P000,2025-06-04,2025-08-21,2025-08-22,1,2,0,Expedia,Completed,0,,4437.81,4437.81,583.69,147.33,5168.83,0.0,5168.83,British
B08175,H001,G00385,RT01,P006,2025-06-29,2025-08-24,2025-08-25,1,2,0,Direct Phone,Cancelled,1,2025-08-22,3929.76,3929.76,600.45,197.45,4727.66,589.46,589.46,Turkish
B08176,H001,G00457,RT01,P000,2026-08-14,2026-08-28,2026-09-11,14,2,2,Booking.com,Confirmed,0,,4334.09,60677.26,10509.09,3493.41,74679.76,0.0,74679.76,German
B08177,H001,G00161,RT03,P000,2025-12-02,2025-12-13,2025-12-15,2,2,0,Booking.com,Completed,0,,3051.26,6102.52,1007.12,359.35,7468.99,0.0,7468.99,British
B08178,H001,G01841,RT05,P004,2025-05-24,2025-06-10,2025-06-12,2,2,0,Direct Website,Cancelled,1,2025-06-08,7880.83,15761.66,2282.08,993.73,19037.47,2364.25,2364.25,German
B08179,H001,G01769,RT01,P004,2025-03-28,2025-05-03,2025-05-05,2,3,2,Corporate,Cancelled,1,2025-03-31,2400.76,4801.52,822.37,222.03,5845.92,720.23,720.23,Turkish
B08180,H001,G00233,RT06,P001,2026-07-23,2026-07-27,2026-08-04,8,2,0,Travel Agent,Completed,0,,11967.28,95738.24,20803.99,6697.22,123239.45,0.0,123239.45,Turkish
B08181,H001,G01291,RT01,P006,2026-08-22,2026-11-15,2026-11-17,2,1,0,Direct Website,Confirmed,0,,2121.0,4242.0,841.17,104.79,5187.96,0.0,5187.96,Turkish
B08182,H001,G00668,RT02,P003,2025-11-20,2025-12-04,2025-12-09,5,2,1,Booking.com,Completed,0,,2295.3,11476.5,2005.33,192.1,13673.93,0.0,13673.93,German
B08183,H001,G02581,RT06,P000,2025-06-04,2025-06-21,2025-06-28,7,2,0,Booking.com,Cancelled,1,2025-06-10,10209.36,71465.52,6443.31,4490.38,82399.21,10719.83,10719.83,Turkish
B08184,H001,G02169,RT02,P000,2025-09-20,2025-10-06,2025-10-10,4,2,1,Booking.com,Completed,0,,3856.03,15424.12,2435.96,502.61,18362.69,0.0,18362.69,Turkish
B08185,H001,G00737,RT04,P000,2025-01-06,2025-01-19,2025-01-22,3,3,0,Direct Phone,Completed,0,,4296.48,12889.44,1429.0,683.3,15001.74,0.0,15001.74,German
B08186,H001,G01872,RT01,P006,2025-04-14,2025-05-07,2025-05-12,5,2,1,Direct Phone,Completed,0,,2796.68,13983.4,1639.3,360.26,15982.96,0.0,15982.96,Turkish
B08187,H001,G01939,RT05,P000,2025-10-25,2025-11-04,2025-11-07,3,2,0,Expedia,Cancelled,1,2025-10-28,5420.33,16260.99,2809.02,1081.71,20151.72,0.0,0.0,British
B08188,H001,G00367,RT01,P006,2026-09-22,2026-11-16,2026-11-21,5,2,0,Direct Website,Confirmed,0,,2174.65,10873.25,897.01,200.31,11970.57,0.0,11970.57,French
B08189,H001,G00321,RT02,P000,2026-11-19,2026-11-20,2026-11-24,4,2,0,Direct Website,Confirmed,0,,3002.05,12008.2,1400.55,623.52,14032.27,0.0,14032.27,Turkish
B08190,H001,G00621,RT01,P004,2025-05-09,2025-05-12,2025-05-13,1,2,1,Corporate,Completed,0,,2794.69,2794.69,276.37,124.8,3195.86,0.0,3195.86,Turkish
B08191,H001,G02463,RT06,P000,2026-02-24,2026-03-04,2026-03-08,4,2,0,Travel Agent,Completed,0,,7089.19,28356.76,5213.8,766.93,34337.49,0.0,34337.49,Russian
B08192,H001,G02594,RT02,P000,2025-04-21,2025-05-05,2025-05-10,5,2,0,Expedia,Cancelled,1,2025-04-23,4318.99,21594.95,4146.47,1467.23,27208.65,3239.24,3239.24,French
B08193,H001,G01745,RT04,P001,2026-04-03,2026-05-07,2026-05-10,3,2,0,Booking.com,Completed,0,,4883.54,14650.62,2221.31,571.39,17443.32,0.0,17443.32,British
B08194,H001,G01187,RT01,P000,2026-12-30,2027-01-24,2027-01-26,2,2,0,Direct Website,Confirmed,0,,2394.87,4789.74,656.46,304.02,5750.22,0.0,5750.22,German
B08195,H001,G00461,RT04,P000,2026-02-25,2026-03-02,2026-03-06,4,2,0,Expedia,Cancelled,1,2026-02-27,4330.61,17322.44,3071.82,959.24,21353.5,0.0,0.0,British
B08196,H001,G01638,RT01,P000,2025-04-27,2025-05-24,2025-05-27,3,3,0,Corporate,Completed,0,,2757.55,8272.65,1363.9,441.98,10078.53,0.0,10078.53,Turkish
B08197,H001,G02396,RT04,P003,2025-08-11,2025-09-10,2025-09-24,14,2,1,Travel Agent,Cancelled,1,2025-09-01,5758.19,80614.66,7042.08,4372.11,92028.85,12092.2,12092.2,Russian
B08198,H001,G01841,RT01,P000,2025-06-09,2025-07-15,2025-07-18,3,3,2,Expedia,Completed,0,,4160.31,12480.93,2182.53,277.67,14941.13,0.0,14941.13,German
B08199,H001,G01578,RT04,P000,2026-01-12,2026-01-24,2026-01-28,4,2,1,Expedia,Cancelled,1,2026-01-17,4638.47,18553.88,3679.29,589.64,22822.81,0.0,0.0,Russian
B08200,H001,G00788,RT02,P000,2025-09-06,2025-10-13,2025-10-16,3,4,1,Booking.com,Completed,0,,3833.2,11499.6,1488.09,433.77,13421.46,0.0,13421.46,French
B08201,H001,G02371,RT02,P006,2025-08-04,2025-08-24,2025-08-26,2,2,0,Direct Phone,Cancelled,1,2025-08-22,5892.35,11784.7,1548.5,675.22,14008.42,1767.71,1767.71,Turkish
B08202,H001,G00511,RT01,P006,2026-08-30,2026-12-08,2026-12-11,3,4,1,Direct Website,Confirmed,0,,2211.85,6635.55,702.1,361.22,7698.87,0.0,7698.87,Turkish
B08203,H001,G01098,RT03,P000,2025-09-15,2025-11-24,2025-11-28,4,2,0,Booking.com,Completed,0,,3455.77,13823.08,2116.7,500.62,16440.4,0.0,16440.4,Turkish
B08204,H001,G00945,RT01,P002,2026-06-04,2026-06-30,2026-07-03,3,2,0,Booking.com,Completed,0,,3132.17,9396.51,1189.2,146.68,10732.39,0.0,10732.39,Turkish
B08205,H001,G00292,RT03,P004,2025-12-31,2026-01-23,2026-01-25,2,2,0,Expedia,Completed,0,,3158.47,6316.94,1043.9,383.37,7744.21,0.0,7744.21,Turkish
B08206,H001,G02084,RT05,P006,2026-04-29,2026-06-05,2026-06-08,3,4,0,Direct Website,Completed,0,,8283.23,24849.69,2831.33,1525.14,29206.16,0.0,29206.16,German
B08207,H001,G00281,RT05,P001,2025-11-24,2025-12-16,2025-12-17,1,2,0,Booking.com,Completed,0,,4489.4,4489.4,688.75,182.97,5361.12,0.0,5361.12,Turkish
B08208,H001,G02247,RT01,P000,2026-03-07,2026-04-20,2026-04-23,3,2,0,Expedia,Completed,0,,2601.83,7805.49,1375.93,127.01,9308.43,0.0,9308.43,German
B08209,H001,G01850,RT04,P000,2026-08-09,2026-08-25,2026-08-28,3,2,0,Direct Website,Confirmed,0,,7952.61,23857.83,2982.0,1319.15,28158.98,0.0,28158.98,German
B08210,H001,G01251,RT04,P006,2025-09-29,2025-12-05,2025-12-08,3,4,0,Direct Website,Completed,0,,3715.48,11146.44,1780.52,437.21,13364.17,0.0,13364.17,British
B08211,H001,G00522,RT02,P003,2025-06-15,2025-07-19,2025-07-25,6,4,0,Booking.com,Completed,0,,4812.23,28873.38,4969.61,767.19,34610.18,0.0,34610.18,Turkish
B08212,H001,G00508,RT06,P000,2025-01-20,2025-03-24,2025-03-26,2,2,0,Expedia,Completed,0,,6416.98,12833.96,2788.25,848.24,16470.45,0.0,16470.45,Turkish
B08213,H001,G01139,RT03,P006,2025-06-05,2025-06-30,2025-07-05,5,2,0,Direct Website,Completed,0,,4893.73,24468.65,5247.89,578.49,30295.03,0.0,30295.03,Turkish
B08214,H001,G01308,RT01,P000,2025-02-26,2025-03-23,2025-03-25,2,3,0,Booking.com,Completed,0,,2130.04,4260.08,637.48,219.51,5117.07,0.0,5117.07,Turkish
B08215,H001,G00931,RT02,P002,2025-06-08,2025-07-18,2025-07-20,2,2,1,Booking.com,Completed,0,,4892.56,9785.12,1479.44,161.18,11425.74,0.0,11425.74,German
B08216,H001,G00929,RT02,P003,2025-06-21,2025-08-10,2025-08-20,10,3,0,Direct Phone,Completed,0,,4911.97,49119.7,7608.15,806.51,57534.36,0.0,57534.36,Turkish
B08217,H001,G02032,RT01,P000,2026-06-09,2026-06-28,2026-07-04,6,2,1,Booking.com,Completed,0,,3448.47,20690.82,2344.32,554.51,23589.65,0.0,23589.65,Turkish
B08218,H001,G01930,RT01,P004,2026-07-21,2026-11-27,2026-11-29,2,3,0,Direct Website,Cancelled,1,2026-08-20,2142.33,4284.66,664.72,123.9,5073.28,0.0,0.0,Turkish
B08219,H001,G02508,RT04,P001,2025-09-15,2025-10-12,2025-10-16,4,2,0,Travel Agent,Completed,0,,5042.97,20171.88,3533.4,1351.31,25056.59,0.0,25056.59,Turkish
B08220,H001,G01735,RT02,P001,2025-09-28,2025-10-26,2025-10-28,2,2,0,Travel Agent,Completed,0,,3211.39,6422.78,870.38,388.81,7681.97,0.0,7681.97,British
B08221,H001,G01169,RT02,P005,2025-07-05,2025-07-21,2025-07-24,3,2,1,Travel Agent,Completed,0,,5153.59,15460.77,2576.72,187.06,18224.55,0.0,18224.55,French
B08222,H001,G02051,RT04,P000,2026-09-07,2026-10-06,2026-10-12,6,2,0,Travel Agent,Confirmed,0,,5811.19,34867.14,6166.0,769.34,41802.48,0.0,41802.48,British
B08223,H001,G01296,RT01,P000,2025-09-28,2025-11-27,2025-12-01,4,2,0,Direct Website,Completed,0,,2278.99,9115.96,1383.77,292.15,10791.88,0.0,10791.88,British
B08224,H001,G02037,RT03,P006,2026-08-03,2026-10-07,2026-10-11,4,3,0,Direct Website,Confirmed,0,,4540.35,18161.4,2117.43,1108.93,21387.76,0.0,21387.76,German
B08225,H001,G01147,RT02,P003,2025-06-18,2025-07-02,2025-07-07,5,3,1,Corporate,Completed,0,,4876.76,24383.8,2935.7,697.63,28017.13,0.0,28017.13,British
B08226,H001,G01894,RT05,P000,2025-02-05,2025-04-17,2025-04-19,2,2,1,Corporate,Completed,0,,6579.89,13159.78,1928.61,354.98,15443.37,0.0,15443.37,Turkish
B08227,H001,G00720,RT02,P006,2025-08-19,2025-09-08,2025-09-12,4,2,0,Direct Phone,Completed,0,,4379.89,17519.56,2975.92,668.99,21164.47,0.0,21164.47,British
B08228,H001,G01302,RT02,P004,2025-07-07,2025-09-02,2025-09-04,2,2,0,Expedia,Completed,0,,4326.23,8652.46,969.37,553.55,10175.38,0.0,10175.38,Turkish
B08229,H001,G02517,RT03,P000,2026-07-02,2026-07-31,2026-08-01,1,2,0,Direct Website,Completed,0,,6981.53,6981.53,1144.24,345.54,8471.31,0.0,8471.31,Russian
B08230,H001,G00380,RT02,P005,2026-06-22,2026-09-20,2026-09-24,4,2,0,Corporate,Confirmed,0,,4327.6,17310.4,2223.57,905.42,20439.39,0.0,20439.39,British
B08231,H001,G02271,RT01,P000,2026-08-24,2026-09-19,2026-09-21,2,2,2,Direct Website,Confirmed,0,,3698.41,7396.82,790.44,101.44,8288.7,0.0,8288.7,French
B08232,H001,G01925,RT06,P000,2026-09-09,2026-10-25,2026-10-27,2,2,0,Direct Website,Confirmed,0,,7958.28,15916.56,1930.34,220.25,18067.15,0.0,18067.15,Turkish
B08233,H001,G01734,RT01,P000,2025-12-08,2025-12-26,2025-12-28,2,2,0,Corporate,Completed,0,,2219.13,4438.26,443.02,82.05,4963.33,0.0,4963.33,Turkish
B08234,H001,G02007,RT06,P004,2026-01-03,2026-03-06,2026-03-08,2,2,0,Booking.com,Completed,0,,6657.12,13314.24,2280.53,442.58,16037.35,0.0,16037.35,British
B08235,H001,G01994,RT05,P001,2025-09-24,2025-10-14,2025-10-17,3,2,0,Booking.com,Completed,0,,5999.76,17999.28,1834.48,555.36,20389.12,0.0,20389.12,Russian
B08236,H001,G00764,RT04,P006,2026-09-14,2026-11-28,2026-12-02,4,2,0,Direct Website,Confirmed,0,,3779.28,15117.12,1551.42,641.7,17310.24,0.0,17310.24,Turkish
B08237,H001,G02593,RT04,P004,2025-09-13,2025-11-20,2025-11-21,1,3,1,Travel Agent,Completed,0,,3674.34,3674.34,463.69,43.59,4181.62,0.0,4181.62,Turkish
B08238,H001,G01282,RT01,P000,2026-02-05,2026-02-08,2026-02-10,2,2,0,Booking.com,Completed,0,,2244.84,4489.68,986.55,177.47,5653.7,0.0,5653.7,Turkish
B08239,H001,G02141,RT01,P005,2026-06-23,2026-07-24,2026-07-27,3,2,2,Corporate,Completed,0,,3230.94,9692.82,1772.53,469.67,11935.02,0.0,11935.02,Turkish
B08240,H001,G00305,RT02,P000,2026-06-07,2026-09-22,2026-09-25,3,4,0,Booking.com,Confirmed,0,,4805.15,14415.45,1892.15,699.48,17007.08,0.0,17007.08,British
B08241,H001,G01866,RT01,P003,2025-10-30,2026-01-15,2026-01-20,5,2,2,Direct Website,Completed,0,,1827.54,9137.7,1457.55,136.26,10731.51,0.0,10731.51,Turkish
B08242,H001,G02044,RT03,P001,2025-07-09,2025-08-27,2025-09-01,5,2,0,Corporate,Completed,0,,6292.73,31463.65,3902.19,1819.95,37185.79,0.0,37185.79,British
B08243,H001,G02314,RT06,P000,2026-11-29,2026-12-22,2026-12-24,2,2,2,Booking.com,Confirmed,0,,6095.08,12190.16,1334.59,837.45,14362.2,0.0,14362.2,Turkish
B08244,H001,G02022,RT01,P000,2026-05-29,2026-08-06,2026-08-09,3,3,1,Travel Agent,Completed,0,,4035.55,12106.65,1215.69,181.89,13504.23,0.0,13504.23,Turkish
B08245,H001,G00619,RT01,P006,2025-06-03,2025-06-26,2025-06-29,3,2,0,Direct Website,Completed,0,,3296.86,9890.58,1368.36,596.55,11855.49,0.0,11855.49,Turkish
